variant_id,source_scenario_id,source_match_id,queue_position,variant_name,variant_seed,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,player_damage_fraction,opponent_damage_fraction,prize_cards_remaining,hand_size,terminal,legal_move_count,accepted,curriculum_priority,hard_example_rank,trace_file
NB48_LOSS_286__late_game_prize_pressure__efa62b73ec0b,NB48_LOSS_286,286,32,late_game_prize_pressure,3012773661,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__critical_hp_decision__37e677d09f19,NB48_LOSS_286,286,32,critical_hp_decision,4217434912,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__counterfactual_side_early__7f3eee53c4b6,NB48_LOSS_286,286,32,counterfactual_side_early,3140422524,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__counterfactual_side_late__b2d16afc6102,NB48_LOSS_286,286,32,counterfactual_side_late,2376493412,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_290__opening_zero_energy__74c1d5a5eb9d,NB48_LOSS_290,290,33,opening_zero_energy,2510264938,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__opening_one_energy__cb62bbbd43eb,NB48_LOSS_290,290,33,opening_one_energy,1278338546,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__early_pressure__0c182b732d2b,NB48_LOSS_290,290,33,early_pressure,1758344494,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__balanced_midgame__bc7e0835183e,NB48_LOSS_290,290,33,balanced_midgame,1795513837,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__player_under_pressure__67df1487ca18,NB48_LOSS_290,290,33,player_under_pressure,2650918665,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__opponent_under_pressure__88deac211896,NB48_LOSS_290,290,33,opponent_under_pressure,1155973136,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__late_game_prize_pressure__5f577bb17d66,NB48_LOSS_290,290,33,late_game_prize_pressure,3217875533,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__critical_hp_decision__e8d5f0f56c5b,NB48_LOSS_290,290,33,critical_hp_decision,3050712629,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__counterfactual_side_early__2fe6bc3014b8,NB48_LOSS_290,290,33,counterfactual_side_early,4091161808,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_290__counterfactual_side_late__5c0b3d4c08f8,NB48_LOSS_290,290,33,counterfactual_side_late,568854174,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,6.0,33,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_290.jsonl
NB48_LOSS_298__opening_zero_energy__f8bd46c18a82,NB48_LOSS_298,298,34,opening_zero_energy,612978983,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__opening_one_energy__023644b273b7,NB48_LOSS_298,298,34,opening_one_energy,3926158358,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__early_pressure__48e4abf3d2a8,NB48_LOSS_298,298,34,early_pressure,4276258164,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__balanced_midgame__9dfdcab5f904,NB48_LOSS_298,298,34,balanced_midgame,3873019294,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__player_under_pressure__db5fde98e894,NB48_LOSS_298,298,34,player_under_pressure,1183055431,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__opponent_under_pressure__4fed3b6e6769,NB48_LOSS_298,298,34,opponent_under_pressure,650580950,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__late_game_prize_pressure__f9008558402d,NB48_LOSS_298,298,34,late_game_prize_pressure,1094100402,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__critical_hp_decision__abe42d7990c2,NB48_LOSS_298,298,34,critical_hp_decision,1154398797,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__counterfactual_side_early__84dc59d11adf,NB48_LOSS_298,298,34,counterfactual_side_early,682187502,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_298__counterfactual_side_late__f6a173c36adb,NB48_LOSS_298,298,34,counterfactual_side_late,2283577805,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,6.0,34,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl
NB48_LOSS_104__opening_zero_energy__de12fa057a51,NB48_LOSS_104,104,35,opening_zero_energy,3732412612,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__opening_one_energy__1b3e5e77cca9,NB48_LOSS_104,104,35,opening_one_energy,708904292,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__early_pressure__52fd72e8811c,NB48_LOSS_104,104,35,early_pressure,2768292531,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__balanced_midgame__960050f5c4a3,NB48_LOSS_104,104,35,balanced_midgame,3844944203,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__player_under_pressure__f80376e3768e,NB48_LOSS_104,104,35,player_under_pressure,2101743681,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__opponent_under_pressure__9ee33c8c878f,NB48_LOSS_104,104,35,opponent_under_pressure,970268503,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__late_game_prize_pressure__0952db9ee2a3,NB48_LOSS_104,104,35,late_game_prize_pressure,2221165121,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__critical_hp_decision__bb98cd35aeb1,NB48_LOSS_104,104,35,critical_hp_decision,1373271977,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__counterfactual_side_early__236ffdd5d798,NB48_LOSS_104,104,35,counterfactual_side_early,2320069238,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_104__counterfactual_side_late__2ef8df79a57b,NB48_LOSS_104,104,35,counterfactual_side_late,2615672547,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,5.333333333333333,35,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl
NB48_LOSS_116__opening_zero_energy__7629c836ef61,NB48_LOSS_116,116,36,opening_zero_energy,612316732,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__opening_one_energy__def67e090f30,NB48_LOSS_116,116,36,opening_one_energy,2010349106,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__early_pressure__fb9c50da2d9c,NB48_LOSS_116,116,36,early_pressure,555805582,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__balanced_midgame__14e8d18e776c,NB48_LOSS_116,116,36,balanced_midgame,1954004856,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__player_under_pressure__024ed67d119a,NB48_LOSS_116,116,36,player_under_pressure,922399821,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__opponent_under_pressure__9178b36a7e71,NB48_LOSS_116,116,36,opponent_under_pressure,1112428384,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__late_game_prize_pressure__4bd458440344,NB48_LOSS_116,116,36,late_game_prize_pressure,463620887,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__critical_hp_decision__f46d9034bb37,NB48_LOSS_116,116,36,critical_hp_decision,262470498,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__counterfactual_side_early__b8d1f217087d,NB48_LOSS_116,116,36,counterfactual_side_early,428464095,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_116__counterfactual_side_late__cd33307aed69,NB48_LOSS_116,116,36,counterfactual_side_late,2828636366,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,5.333333333333333,36,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl
NB48_LOSS_128__opening_zero_energy__cfff8229931c,NB48_LOSS_128,128,37,opening_zero_energy,4265956070,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__opening_one_energy__69799ed2a5a6,NB48_LOSS_128,128,37,opening_one_energy,1518354455,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__early_pressure__bace1ce49dc1,NB48_LOSS_128,128,37,early_pressure,1136653284,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__balanced_midgame__34682b9d82de,NB48_LOSS_128,128,37,balanced_midgame,2456234200,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__player_under_pressure__14c0991e79ab,NB48_LOSS_128,128,37,player_under_pressure,3471148486,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__opponent_under_pressure__b489f6be0c68,NB48_LOSS_128,128,37,opponent_under_pressure,2087453078,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__late_game_prize_pressure__cc3b74fbe1c2,NB48_LOSS_128,128,37,late_game_prize_pressure,1431839837,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__critical_hp_decision__87bc251a7760,NB48_LOSS_128,128,37,critical_hp_decision,1733508143,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__counterfactual_side_early__237592b806ee,NB48_LOSS_128,128,37,counterfactual_side_early,3392844899,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_128__counterfactual_side_late__da2160b7ad51,NB48_LOSS_128,128,37,counterfactual_side_late,1043603240,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,5.333333333333333,37,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl
NB48_LOSS_140__opening_zero_energy__7fb6bf33ae65,NB48_LOSS_140,140,38,opening_zero_energy,450271763,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__opening_one_energy__5919308393e1,NB48_LOSS_140,140,38,opening_one_energy,2035592019,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__early_pressure__2a55d051bab5,NB48_LOSS_140,140,38,early_pressure,3130864593,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__balanced_midgame__28f98ab4f286,NB48_LOSS_140,140,38,balanced_midgame,4277874647,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__player_under_pressure__d93a9a497473,NB48_LOSS_140,140,38,player_under_pressure,3338804527,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__opponent_under_pressure__90ad9a74f29a,NB48_LOSS_140,140,38,opponent_under_pressure,4217341902,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
NB48_LOSS_140__late_game_prize_pressure__2a69fcf6693a,NB48_LOSS_140,140,38,late_game_prize_pressure,2466259665,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,5.333333333333333,38,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl
