comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank
4WE_PAIR_003_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,413
4WE_PAIR_009_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,414
4WE_PAIR_009_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,415
4WE_PAIR_010_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,416
4WE_PAIR_010_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,417
4WE_PAIR_013_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,418
4WE_PAIR_014_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,419
4WE_PAIR_014_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,420
4WE_PAIR_017_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,421
4WE_PAIR_018_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,422
4WE_PAIR_019_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,423
4WE_PAIR_019_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.02200000000000001,0.13200000000000006,424
4WE_PAIR_020_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000006,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.06400000000000006,0.021333333333333343,0.12800000000000006,425
4WE_PAIR_015_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.06400000000000002,0.021333333333333343,0.12800000000000006,426
4WE_PAIR_016_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.06400000000000002,0.021333333333333343,0.12800000000000006,427
4WE_PAIR_021_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.06400000000000002,0.021333333333333343,0.12800000000000006,428
4WE_PAIR_001_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,429
4WE_PAIR_001_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,430
4WE_PAIR_008_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,431
4WE_PAIR_008_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,432
4WE_PAIR_013_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,433
4WE_PAIR_013_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,434
4WE_PAIR_013_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,435
4WE_PAIR_018_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,436
4WE_PAIR_018_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,437
4WE_PAIR_018_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.02200000000000001,0.13200000000000006,438
4WE_PAIR_001_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,439
4WE_PAIR_001_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,440
4WE_PAIR_004_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,441
4WE_PAIR_004_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,442
4WE_PAIR_007_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,443
4WE_PAIR_007_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,444
4WE_PAIR_008_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,445
4WE_PAIR_008_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,446
4WE_PAIR_013_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,447
4WE_PAIR_013_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,448
4WE_PAIR_017_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,449
4WE_PAIR_017_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,450
4WE_PAIR_018_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,451
4WE_PAIR_018_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True,0.062000000000000055,0.021333333333333343,0.12800000000000006,452
4WE_PAIR_022_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.062000000000000055,0.020666666666666677,0.12400000000000007,Quick Attack,Quick Attack,True,0.062000000000000055,0.020666666666666677,0.12400000000000007,453
4WE_PAIR_011_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.062000000000000055,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.062000000000000055,0.020666666666666677,0.12400000000000005,454
4WE_PAIR_005_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000007,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000007,455
4WE_PAIR_006_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000007,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000007,456
4WE_PAIR_012_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000007,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000007,457
4WE_PAIR_005_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000005,458
4WE_PAIR_006_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000005,459
4WE_PAIR_012_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000005,460
4WE_PAIR_015_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000005,461
4WE_PAIR_021_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06200000000000001,0.020666666666666677,0.12400000000000005,Quick Attack,Quick Attack,True,0.06200000000000001,0.020666666666666677,0.12400000000000005,462
4WE_PAIR_022_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000005,0.02000000000000001,0.12000000000000006,Quick Attack,Quick Attack,True,0.06000000000000005,0.02000000000000001,0.12000000000000006,463
4WE_PAIR_011_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000005,0.020000000000000007,0.12000000000000005,Quick Attack,Quick Attack,True,0.06000000000000005,0.020000000000000007,0.12000000000000005,464
4WE_PAIR_005_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000001,0.02000000000000001,0.12000000000000006,Quick Attack,Quick Attack,True,0.06000000000000001,0.02000000000000001,0.12000000000000006,465
4WE_PAIR_006_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000001,0.02000000000000001,0.12000000000000006,Quick Attack,Quick Attack,True,0.06000000000000001,0.02000000000000001,0.12000000000000006,466
4WE_PAIR_012_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000001,0.02000000000000001,0.12000000000000006,Quick Attack,Quick Attack,True,0.06000000000000001,0.02000000000000001,0.12000000000000006,467
4WE_PAIR_016_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06000000000000001,0.02000000000000001,0.12000000000000006,Quick Attack,Quick Attack,True,0.06000000000000001,0.02000000000000001,0.12000000000000006,468
4WE_PAIR_015_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06,0.01999999999999999,0.11999999999999994,Quick Attack,Quick Attack,True,0.06,0.01999999999999999,0.11999999999999994,469
4WE_PAIR_021_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06,0.01999999999999999,0.11999999999999994,Quick Attack,Quick Attack,True,0.06,0.01999999999999999,0.11999999999999994,470
4WE_PAIR_020_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05999999999999994,0.01999999999999999,0.11999999999999994,Quick Attack,Quick Attack,True,0.05999999999999994,0.01999999999999999,0.11999999999999994,471
4WE_PAIR_020_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05999999999999994,0.01999999999999999,0.11999999999999994,Quick Attack,Quick Attack,True,0.05999999999999994,0.01999999999999999,0.11999999999999994,472
4WE_PAIR_020_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000005,0.019333333333333345,0.11600000000000006,Quick Attack,Quick Attack,True,0.05800000000000005,0.019333333333333345,0.11600000000000006,473
4WE_PAIR_023_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000005,0.019333333333333345,0.11600000000000006,Quick Attack,Quick Attack,True,0.05800000000000005,0.019333333333333345,0.11600000000000006,474
4WE_PAIR_020_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000005,0.01933333333333334,0.11600000000000005,Quick Attack,Quick Attack,True,0.05800000000000005,0.01933333333333334,0.11600000000000005,475
4WE_PAIR_022_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000005,0.01933333333333334,0.11600000000000005,Quick Attack,Quick Attack,True,0.05800000000000005,0.01933333333333334,0.11600000000000005,476
4WE_PAIR_015_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000001,0.019333333333333345,0.11600000000000006,Quick Attack,Quick Attack,True,0.05800000000000001,0.019333333333333345,0.11600000000000006,477
4WE_PAIR_021_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000001,0.019333333333333345,0.11600000000000006,Quick Attack,Quick Attack,True,0.05800000000000001,0.019333333333333345,0.11600000000000006,478
4WE_PAIR_005_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000001,0.01933333333333334,0.11600000000000005,Quick Attack,Quick Attack,True,0.05800000000000001,0.01933333333333334,0.11600000000000005,479
4WE_PAIR_006_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000001,0.01933333333333334,0.11600000000000005,Quick Attack,Quick Attack,True,0.05800000000000001,0.01933333333333334,0.11600000000000005,480
4WE_PAIR_012_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05800000000000001,0.01933333333333334,0.11600000000000005,Quick Attack,Quick Attack,True,0.05800000000000001,0.01933333333333334,0.11600000000000005,481
4WE_PAIR_005_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,482
4WE_PAIR_006_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,483
4WE_PAIR_012_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,484
4WE_PAIR_015_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,485
4WE_PAIR_016_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,486
4WE_PAIR_016_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,487
4WE_PAIR_021_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.057999999999999996,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.057999999999999996,0.019333333333333324,0.11599999999999994,488
4WE_PAIR_011_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05799999999999994,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.05799999999999994,0.019333333333333324,0.11599999999999994,489
4WE_PAIR_020_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05799999999999994,0.019333333333333324,0.11599999999999994,Quick Attack,Quick Attack,True,0.05799999999999994,0.019333333333333324,0.11599999999999994,490
4WE_PAIR_023_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05600000000000005,0.018666666666666675,0.11200000000000006,Quick Attack,Quick Attack,True,0.05600000000000005,0.018666666666666675,0.11200000000000006,491
4WE_PAIR_015_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.055999999999999994,0.018666666666666654,0.11199999999999993,Quick Attack,Quick Attack,True,0.055999999999999994,0.018666666666666654,0.11199999999999993,492
4WE_PAIR_021_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.055999999999999994,0.018666666666666654,0.11199999999999993,Quick Attack,Quick Attack,True,0.055999999999999994,0.018666666666666654,0.11199999999999993,493
4WE_PAIR_011_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05599999999999994,0.018666666666666654,0.11199999999999993,Quick Attack,Quick Attack,True,0.05599999999999994,0.018666666666666654,0.11199999999999993,494
4WE_PAIR_011_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05400000000000005,0.01800000000000001,0.10800000000000005,Quick Attack,Quick Attack,True,0.05400000000000005,0.01800000000000001,0.10800000000000005,495
4WE_PAIR_020_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05400000000000005,0.01800000000000001,0.10800000000000005,Quick Attack,Quick Attack,True,0.05400000000000005,0.01800000000000001,0.10800000000000005,496
4WE_PAIR_022_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05400000000000005,0.018000000000000006,0.10800000000000004,Quick Attack,Quick Attack,True,0.05400000000000005,0.018000000000000006,0.10800000000000004,497
4WE_PAIR_023_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05400000000000005,0.018000000000000006,0.10800000000000004,Quick Attack,Quick Attack,True,0.05400000000000005,0.018000000000000006,0.10800000000000004,498
4WE_PAIR_023_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.05400000000000005,0.018000000000000006,0.10800000000000004,Quick Attack,Quick Attack,True,0.05400000000000005,0.018000000000000006,0.10800000000000004,499
4WE_PAIR_006_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05400000000000005,0.018000000000000006,0.10800000000000004,Quick Attack,Quick Attack,True,0.05400000000000005,0.018000000000000006,0.10800000000000004,500
4WE_PAIR_005_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.05399999999999999,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.05399999999999999,0.017999999999999988,0.10799999999999993,501
